ds,hour,station_key,guests_count,version,required,actual,diff,status
2026-05-02,19,TS,22,вых/осн.,1,1,0,exact
2026-05-02,20,BVR,71,вых/осн.,1,1,0,exact
2026-05-02,20,C,71,вых/осн.,3,3,0,exact
2026-05-02,20,FF,71,вых/осн.,1,1,0,exact
2026-05-02,20,K,71,вых/осн.,4,4,0,exact
2026-05-02,20,TS,71,вых/осн.,1,1,0,exact
2026-05-02,21,BVR,72,вых/осн.,1,1,0,exact
2026-05-02,21,C,72,вых/осн.,3,3,0,exact
2026-05-02,21,FF,72,вых/осн.,1,1,0,exact
2026-05-02,21,K,72,вых/осн.,4,4,0,exact
2026-05-02,21,TS,72,вых/осн.,1,1,0,exact
2026-05-02,22,BVR,66,вых/осн.,1,1,0,exact
2026-05-02,22,C,66,вых/осн.,2,2,0,exact
2026-05-02,22,FF,66,вых/осн.,1,1,0,exact
2026-05-02,22,K,66,вых/осн.,4,4,0,exact
2026-05-02,22,TS,66,вых/осн.,1,1,0,exact
2026-05-03,7,BVR,32,вых/утр.,1,1,0,exact
2026-05-03,7,C,32,вых/утр.,1,1,0,exact
2026-05-03,7,FF,32,вых/утр.,1,1,0,exact
2026-05-03,7,K,32,вых/утр.,2,2,0,exact
2026-05-03,7,TS,32,вых/утр.,1,1,0,exact
2026-05-03,8,BVR,25,вых/утр.,1,1,0,exact
2026-05-03,8,C,25,вых/утр.,1,1,0,exact
2026-05-03,8,FF,25,вых/утр.,1,1,0,exact
2026-05-03,8,K,25,вых/утр.,2,2,0,exact
2026-05-03,8,TS,25,вых/утр.,1,1,0,exact
2026-05-03,9,BVR,20,вых/утр.,1,1,0,exact
2026-05-03,9,C,20,вых/утр.,1,1,0,exact
2026-05-03,9,FF,20,вых/утр.,1,1,0,exact
2026-05-03,9,K,20,вых/утр.,2,2,0,exact
2026-05-03,9,TS,20,вых/утр.,1,1,0,exact
2026-05-03,10,BVR,24,вых/осн.,1,1,0,exact
2026-05-03,10,C,24,вых/осн.,1,1,0,exact
2026-05-03,10,FF,24,вых/осн.,1,1,0,exact
2026-05-03,10,K,24,вых/осн.,2,2,0,exact
2026-05-03,10,TS,24,вых/осн.,1,1,0,exact
2026-05-03,11,BVR,73,вых/осн.,1,1,0,exact
2026-05-03,11,C,73,вых/осн.,3,3,0,exact
2026-05-03,11,FF,73,вых/осн.,1,1,0,exact
2026-05-03,11,K,73,вых/осн.,4,4,0,exact
2026-05-03,11,TS,73,вых/осн.,1,1,0,exact
2026-05-03,12,BVR,74,вых/осн.,1,1,0,exact
2026-05-03,12,C,74,вых/осн.,3,3,0,exact
2026-05-03,12,FF,74,вых/осн.,1,1,0,exact
2026-05-03,12,K,74,вых/осн.,4,4,0,exact
2026-05-03,12,TS,74,вых/осн.,1,1,0,exact
2026-05-03,13,BVR,75,вых/осн.,1,1,0,exact
2026-05-03,13,C,75,вых/осн.,3,3,0,exact
2026-05-03,13,FF,75,вых/осн.,1,1,0,exact
2026-05-03,13,K,75,вых/осн.,4,4,0,exact
2026-05-03,13,TS,75,вых/осн.,1,1,0,exact
2026-05-03,14,BVR,71,вых/осн.,1,1,0,exact
2026-05-03,14,C,71,вых/осн.,3,3,0,exact
2026-05-03,14,FF,71,вых/осн.,1,1,0,exact
2026-05-03,14,K,71,вых/осн.,4,4,0,exact
2026-05-03,14,TS,71,вых/осн.,1,1,0,exact
2026-05-03,15,BVR,31,вых/осн.,1,1,0,exact
2026-05-03,15,C,31,вых/осн.,1,1,0,exact
2026-05-03,15,FF,31,вых/осн.,1,1,0,exact
2026-05-03,15,K,31,вых/осн.,2,2,0,exact
2026-05-03,15,TS,31,вых/осн.,1,1,0,exact
2026-05-03,16,BVR,24,вых/осн.,1,1,0,exact
2026-05-03,16,C,24,вых/осн.,1,1,0,exact
2026-05-03,16,FF,24,вых/осн.,1,1,0,exact
2026-05-03,16,K,24,вых/осн.,2,2,0,exact
2026-05-03,16,TS,24,вых/осн.,1,1,0,exact
2026-05-03,17,BVR,19,вых/осн.,1,1,0,exact
2026-05-03,17,C,19,вых/осн.,1,1,0,exact
2026-05-03,17,FF,19,вых/осн.,1,1,0,exact
2026-05-03,17,K,19,вых/осн.,2,2,0,exact
2026-05-03,17,TS,19,вых/осн.,1,1,0,exact
2026-05-03,18,BVR,23,вых/осн.,1,1,0,exact
2026-05-03,18,C,23,вых/осн.,1,2,1,over
2026-05-03,18,FF,23,вых/осн.,1,1,0,exact
2026-05-03,18,K,23,вых/осн.,2,2,0,exact
2026-05-03,18,TS,23,вых/осн.,1,1,0,exact
2026-05-03,19,BVR,71,вых/осн.,1,1,0,exact
2026-05-03,19,C,71,вых/осн.,3,3,0,exact
2026-05-03,19,FF,71,вых/осн.,1,1,0,exact
2026-05-03,19,K,71,вых/осн.,4,4,0,exact
2026-05-03,19,TS,71,вых/осн.,1,1,0,exact
2026-05-03,20,BVR,72,вых/осн.,1,1,0,exact
2026-05-03,20,C,72,вых/осн.,3,3,0,exact
2026-05-03,20,FF,72,вых/осн.,1,1,0,exact
2026-05-03,20,K,72,вых/осн.,4,4,0,exact
2026-05-03,20,TS,72,вых/осн.,1,1,0,exact
2026-05-03,21,BVR,67,вых/осн.,1,1,0,exact
2026-05-03,21,C,67,вых/осн.,2,2,0,exact
2026-05-03,21,FF,67,вых/осн.,1,1,0,exact
2026-05-03,21,K,67,вых/осн.,4,4,0,exact
2026-05-03,21,TS,67,вых/осн.,1,1,0,exact
2026-05-03,22,BVR,38,вых/осн.,1,1,0,exact
2026-05-03,22,C,38,вых/осн.,1,1,0,exact
2026-05-03,22,FF,38,вых/осн.,1,1,0,exact
2026-05-03,22,K,38,вых/осн.,2,2,0,exact
2026-05-03,22,TS,38,вых/осн.,1,1,0,exact
